Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Amount,Merchant,Location,Device,Is_International,Is_HighRisk_Country,Transaction_Type,Fraud_Flag,Hour
1131,90fff9f7-545d-4cd9-8098-1bcb0b310a94,15-06-2025,21:17:36,5991.91,Flipkart,Pune,Mobile,No,No,Bank Transfer,Not Fraud,21
1132,64fa0580-2d4a-4840-a33f-e397c60b5b7f,01-09-2023,03:32:08,6591.81,Zepto,Delhi,Mobile,No,No,ATM,Not Fraud,3
1133,ead0390a-417d-4172-9dfa-847fd9cc9937,25-11-2023,19:18:27,8616.85,Zepto,Kolkata,Mobile,No,No,ATM,Not Fraud,19
1134,e02dab68-a622-4d7c-9a00-4cffc3768eed,26-01-2024,23:56:04,7509.2,Flipkart,Delhi,Mobile,No,No,In-store,Not Fraud,23
1135,44f38b03-7707-4634-a1e6-08f909b49c18,05-04-2025,09:20:30,1529.61,Flipkart,Chennai,Mobile,No,No,POS,Not Fraud,9
1136,2ff533e1-eef1-449e-bfce-a32af823403a,28-04-2025,09:18:53,3893.23,Blinkit,Pune,Mobile,No,No,In-store,Not Fraud,9
1137,ffb35e97-1f81-4a86-8a60-129be69de9d2,29-03-2024,12:31:25,5928.8,BigBasket,Hyderabad,Mobile,No,No,Online,Not Fraud,12
1138,7c449e6b-25f3-45ed-8898-1ce2edc8b71b,02-09-2023,07:51:24,213.06,Nykaa,Pune,Desktop,No,No,In-store,Not Fraud,7
1139,b6873001-36ac-47ad-9d11-7b4fa77409ab,23-06-2025,18:18:27,3766.22,Flipkart,Hyderabad,Mobile,No,No,In-store,Not Fraud,18
1140,4df29b5f-97e0-4512-af82-c366c9448b60,13-09-2023,03:12:30,4798.1,Nykaa,Kolkata,Desktop,No,No,Bank Transfer,Not Fraud,3
1141,1872a3d9-8be0-424f-a6b5-c80a1c067488,06-03-2024,20:04:52,3819.91,BigBasket,Hyderabad,Mobile,No,No,Online,Not Fraud,20
1142,78ebe2d8-0aae-4ede-9e74-317b162b5510,04-03-2025,20:08:49,9431.29,Nykaa,Delhi,Mobile,Yes,No,POS,Not Fraud,20
1143,92aa25fc-f3d0-4ac3-b9c4-8fc812d794f5,01-12-2023,08:12:19,2704.73,Nykaa,Pune,Tablet,No,No,Bank Transfer,Not Fraud,8
1144,ec9f0301-3332-49b2-bb29-a2a1946a22af,26-06-2025,21:40:40,5229.85,Blinkit,Delhi,Mobile,No,No,In-store,Not Fraud,21
1145,6d7bac6b-2ca7-4207-b6f8-cea11104123a,17-01-2025,21:55:37,7403.23,Zepto,Hyderabad,Mobile,No,No,ATM,Not Fraud,21
1146,76443029-e55f-4083-9bf1-6031032f24e5,13-10-2024,11:21:28,8626.73,Nykaa,Kolkata,Mobile,No,No,ATM,Not Fraud,11
1147,43e555a9-c2d3-4a34-b4fb-9350df7a2197,23-03-2024,13:52:20,5858.73,Blinkit,Kolkata,Mobile,No,No,Bank Transfer,Not Fraud,13
1148,60baa648-8b5a-4f26-81f2-235fd64275ef,06-01-2024,20:54:18,2163.98,Flipkart,Hyderabad,Mobile,No,No,Bank Transfer,Not Fraud,20
1149,00371410-98e5-47e9-b98c-fe35dce28941,11-03-2025,23:44:02,8056.5,Zepto,Hyderabad,Mobile,No,No,Bank Transfer,Not Fraud,23
1150,6b1d9e99-4b0c-46d5-a244-84e57da03238,05-11-2024,22:17:49,5046.6,Nykaa,Hyderabad,Mobile,No,No,In-store,Not Fraud,22
1151,0dc5e0c5-e99f-41fb-ab2d-5101a42fd182,12-02-2025,13:04:25,5066.9,BigBasket,Mumbai,Mobile,No,No,ATM,Not Fraud,13
1152,d7a80e01-4c47-46d1-be84-f062f186ef11,14-10-2023,20:52:58,4737.9,BigBasket,Jaipur,Desktop,No,No,POS,Not Fraud,20
1153,f4d4052b-b3a6-4e1a-9d1a-454a049a0143,17-03-2024,16:55:54,9200.97,Zepto,Bangalore,Mobile,No,No,POS,Not Fraud,16
1154,63576a0f-0e2e-44ed-82a6-d01e943929ee,05-02-2024,09:52:00,6530.98,Amazon,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,9
1155,d17b72f7-5ae3-42cb-8733-60db586ed4f9,24-03-2025,20:36:08,2213.1,Zepto,Kolkata,Tablet,No,No,POS,Not Fraud,20
1156,7f913d13-7150-4095-b7ae-677c1f8efd3b,02-05-2025,06:37:57,3656.93,Flipkart,Bangalore,Mobile,No,No,POS,Not Fraud,6
1157,91c4b1fb-a667-4a54-838f-fb7808cba9a1,12-04-2024,04:50:03,3139.87,Amazon,Jaipur,Mobile,No,No,In-store,Not Fraud,4
1158,ba8a41d5-ddae-4f84-83e8-0a475637d1a3,30-08-2024,12:46:08,6054.15,Blinkit,Chennai,Desktop,No,No,Online,Not Fraud,12
1159,ff84296b-1325-459c-89bd-03ba4e865bf5,27-11-2024,15:38:55,7832.08,Amazon,Pune,Mobile,No,No,In-store,Not Fraud,15
1160,6ceb08f5-046a-4679-a5de-7fc10b40dc9b,20-02-2024,07:44:38,297.27,Blinkit,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,7
1161,cbf8e836-ae92-462e-80c9-7cbba1162f99,30-09-2024,07:29:40,8137.68,BigBasket,Bangalore,Mobile,No,No,Online,Not Fraud,7
1162,b91109ef-dd8f-4b47-9d7f-5a500f25f623,07-07-2024,20:34:19,3721.93,Amazon,Chennai,Mobile,No,No,In-store,Not Fraud,20
1163,208e8609-d199-49e6-9399-f23f785e5521,10-02-2024,12:59:42,8095.16,Amazon,Pune,Mobile,No,No,Bank Transfer,Not Fraud,12
1164,66f16c56-04f8-4af7-87db-ab9751419dc5,01-03-2025,13:04:13,4079.03,Myntra,Delhi,Mobile,No,No,ATM,Not Fraud,13
1165,8482005a-84a5-448c-a23c-370e197f9c59,22-01-2025,19:59:55,1995.57,BigBasket,Kolkata,Mobile,No,No,ATM,Not Fraud,19
1166,42d83a92-2abc-4f33-ae8d-f1ada22a21f9,10-07-2024,00:48:07,6463.36,Myntra,Hyderabad,Mobile,No,No,Online,Not Fraud,0
1167,80b8f057-d626-464e-964e-021615ac03bf,26-01-2025,01:01:07,4927.31,Flipkart,Kolkata,Mobile,No,No,ATM,Not Fraud,1
1168,09f7fde0-2036-4c36-bf82-6821c59ee345,11-04-2024,21:04:48,2992.07,BigBasket,Hyderabad,Tablet,No,No,In-store,Not Fraud,21
1169,819b1d53-de33-457f-beeb-fb63a5974d39,02-01-2024,11:33:34,6354.86,BigBasket,Jaipur,Mobile,No,No,Bank Transfer,Not Fraud,11
1170,a7915abc-7a0d-4d64-8651-0881406de084,07-03-2024,08:56:18,90.66,Amazon,Jaipur,Mobile,No,No,In-store,Not Fraud,8
1171,20338d4a-4030-4736-a76c-e30ca3d20e76,01-05-2025,12:53:27,4355.75,BigBasket,Delhi,Mobile,Yes,No,Online,Not Fraud,12
1172,1b39118b-57da-4809-8468-ee2c3b817c21,22-05-2025,10:42:55,9776.25,Zepto,Jaipur,Mobile,No,No,In-store,Not Fraud,10
1173,3e517ad1-878e-4e19-b869-bb2cf56a524f,02-06-2025,07:33:08,447.75,Amazon,Pune,Tablet,No,No,Online,Not Fraud,7
1174,3ed09135-e6b3-4728-bf6b-98d8fe0fd644,10-06-2024,00:06:13,2507.92,Zepto,Pune,Desktop,No,No,In-store,Not Fraud,0
1175,a5dce33d-0a24-431b-8dd0-425f5720001e,06-05-2025,13:51:02,4436.33,Amazon,Delhi,Mobile,No,No,POS,Not Fraud,13
1176,cef6b69e-b961-46de-8a03-47d82326aa44,05-03-2024,01:56:04,5788.8,Amazon,Bangalore,Mobile,No,No,In-store,Not Fraud,1
1177,f8bda2b4-7f72-4a4a-b156-f1d9325949ae,16-04-2025,13:16:25,6093.3,Zepto,Jaipur,Mobile,No,No,ATM,Not Fraud,13
1178,4a0b4ed2-a00c-46e7-a8a8-a6e1bdf745d7,24-11-2023,12:00:38,5593.19,Blinkit,Jaipur,Mobile,No,No,Bank Transfer,Not Fraud,12
1179,da3c6cf0-76f5-4863-91a9-d750cd6e7933,05-07-2025,01:20:12,1378.93,Nykaa,Pune,Mobile,No,No,ATM,Not Fraud,1
1180,9eeb10bb-b3dd-49ec-ad7d-5ba049be0da6,11-02-2024,12:07:58,8631.05,BigBasket,Chennai,Tablet,No,No,Online,Not Fraud,12
1181,a6e7253e-fc9a-42ba-9f39-4bebda2432b2,06-10-2023,14:56:42,4529.19,Nykaa,Bangalore,Desktop,No,No,Online,Not Fraud,14
1182,cb5bd1a6-b489-4855-9849-7bf1e049c6f2,29-11-2023,09:48:10,8804.67,Myntra,Mumbai,Tablet,No,No,POS,Not Fraud,9
1183,0e000d7e-b84f-4d3f-9558-01c353e44258,24-10-2023,06:08:01,4693.3,Myntra,Bangalore,Mobile,Yes,No,ATM,Not Fraud,6
1184,ec80ded4-a500-4955-a789-bc72cb49a4ce,13-02-2024,13:05:04,2197.39,Zepto,Hyderabad,Desktop,No,No,In-store,Not Fraud,13
1185,eea309ab-c51a-42f6-9d2c-0655afa6a85e,12-11-2023,04:18:58,5640.25,Blinkit,Hyderabad,Desktop,No,No,Bank Transfer,Not Fraud,4
1186,f75b4d58-1eea-4908-9f69-b9e7b005f2ef,11-06-2025,23:34:08,3977.02,Myntra,Delhi,Mobile,No,No,ATM,Not Fraud,23
1187,776c54cf-3b53-435a-9435-324860b878f6,16-09-2023,20:49:24,8350.02,Myntra,Hyderabad,Mobile,No,No,Bank Transfer,Not Fraud,20
1188,fc7de34d-b6df-487f-859a-633153dc2f3a,10-02-2025,20:59:27,877.29,Nykaa,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,20
1189,1ddc4a11-7068-412e-9987-1acd8a70609e,04-04-2024,12:50:51,5049.22,Amazon,Delhi,Tablet,No,No,Bank Transfer,Not Fraud,12
1190,8ae1ce53-adfa-4db5-9124-b33a31359bbc,03-01-2025,09:54:38,718.66,Flipkart,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,9
1191,3a1a4a05-0903-4312-986f-48d5b07ded75,22-05-2024,20:34:10,5345.73,Amazon,Bangalore,Tablet,No,No,Bank Transfer,Not Fraud,20
1192,36b55d5e-8d93-4d4e-bd1b-c0ea418dd1be,17-05-2025,18:58:35,646.66,Myntra,Delhi,Desktop,No,No,In-store,Not Fraud,18
1193,c60c05b9-5650-47d5-b7b1-0dc85326398d,15-10-2023,00:00:48,106.69,Amazon,Bangalore,Mobile,No,No,POS,Not Fraud,0
1194,1ecfe113-4399-4ca5-88af-fa8b6a600401,28-03-2025,14:23:07,2007.75,Flipkart,Pune,Mobile,No,No,Online,Not Fraud,14
1195,cacb2a18-616c-4528-85dc-6d7a957bf5dd,01-10-2023,13:36:47,1841.3,Flipkart,Delhi,Mobile,No,No,ATM,Not Fraud,13
1196,2af9b4b8-37a2-4348-b743-1b22312bf6f0,07-09-2023,06:08:20,2435.42,Amazon,Delhi,Desktop,No,No,POS,Not Fraud,6
1197,98c6e5d7-391f-4368-b324-91007dae8a8d,23-10-2023,01:00:00,3439.86,Amazon,Delhi,Mobile,No,No,Online,Not Fraud,1
1198,e1a2e23e-f39d-4867-91f9-12b8cd7597b3,05-07-2024,03:07:40,1273.88,Amazon,Hyderabad,Tablet,No,No,ATM,Not Fraud,3
1199,b9cecc64-1824-47d8-b56d-857714737c5d,30-07-2024,09:06:37,9285.06,BigBasket,Bangalore,Mobile,No,No,In-store,Not Fraud,9
1200,bad54633-aa13-4d13-beac-01fc81c172bb,12-02-2024,21:07:38,1877.37,Zepto,Mumbai,Mobile,No,No,In-store,Not Fraud,21
1201,5512414a-f232-4d97-9324-11a1fda1fa90,14-07-2025,18:18:47,2121.35,Blinkit,Hyderabad,Mobile,No,No,In-store,Not Fraud,18
1202,9ae8a9bc-58a4-4bf8-a8e9-12c975ea5b0d,27-01-2024,11:14:00,6861.33,Flipkart,Pune,Tablet,No,No,In-store,Not Fraud,11
1203,da9ee2f2-bb21-4a15-93ab-8e0ca2409a8c,31-10-2024,08:12:45,4464.69,Nykaa,Bangalore,Mobile,Yes,No,In-store,Not Fraud,8
1204,4c7f2255-753a-48b9-94f8-ca967f71cc92,24-11-2023,16:37:45,5576.52,Blinkit,Mumbai,Mobile,No,No,POS,Not Fraud,16
1205,c8f62b8b-6cbd-4492-a10f-4b54658c1773,10-01-2024,22:29:17,7059.85,Flipkart,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,22
1206,07aeee73-6235-45f4-9385-2708d3e6ca9e,27-06-2025,11:07:20,9979.14,Myntra,Mumbai,Desktop,No,No,Online,Not Fraud,11
1207,2c5b472b-db1b-481d-9374-6f2107e7225d,27-01-2025,12:16:31,5672.11,Zepto,Jaipur,Mobile,No,No,Online,Not Fraud,12
1208,13f54e82-7112-4f2e-9fca-4d60aad842ce,02-05-2024,05:58:43,7275.55,Nykaa,Hyderabad,Mobile,No,No,In-store,Not Fraud,5
1209,2dcabdfd-67e1-48ad-9c32-9a5ce3dae04c,05-10-2024,23:57:53,401.35,Amazon,Hyderabad,Mobile,No,No,ATM,Not Fraud,23
1210,bfeca6d8-28e9-44b4-a445-1fd8f8af64da,05-01-2025,17:11:44,577.37,Zepto,Pune,Mobile,No,No,POS,Not Fraud,17
1211,d002aeb7-686d-46c2-8903-9da82121c3a2,12-08-2023,23:19:49,3958.21,BigBasket,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,23
1212,848732d0-859c-47dc-930c-370a009fe28b,03-11-2024,05:20:43,7619.37,Flipkart,Mumbai,Tablet,No,No,Bank Transfer,Not Fraud,5
1213,a807fd9a-56f4-4ef5-a131-412acdab1e9a,13-02-2025,10:13:44,6887.54,Amazon,Hyderabad,Mobile,No,No,POS,Not Fraud,10
1214,8290805d-9702-4bc8-9b11-a360aacb6aaa,17-06-2025,15:03:10,8366.56,Blinkit,Hyderabad,Mobile,No,No,ATM,Not Fraud,15
1215,3d685c2f-9624-44d3-9277-723a98d445ff,27-11-2023,21:24:48,5422.65,Blinkit,Chennai,Desktop,No,No,POS,Not Fraud,21
1216,d840785a-274e-4630-846f-53abba6d3b53,11-05-2025,03:54:34,9146.56,Blinkit,Hyderabad,Desktop,No,No,Online,Not Fraud,3
1217,a8139ba8-f8c4-4261-8a09-0dfe2801246e,13-04-2025,16:40:33,8077.4,Myntra,Hyderabad,Mobile,No,No,POS,Not Fraud,16
1218,6c18bda5-cc17-47ef-8a35-fe9ac2b87d00,10-02-2025,16:11:18,6740.89,BigBasket,Jaipur,Desktop,No,No,POS,Not Fraud,16
1219,4ce45d71-71b2-48ed-a809-847124706c0f,17-07-2025,23:54:56,4444.87,Nykaa,Pune,Tablet,No,No,Online,Not Fraud,23
1220,e2c07b96-bc0b-43e4-971d-9c9bd8e7ea6c,17-11-2023,03:41:14,7278.83,BigBasket,Jaipur,Desktop,Yes,No,In-store,Not Fraud,3
1221,4043018e-7524-43f7-a935-a73d718d1f28,14-04-2025,21:56:15,5202.58,Nykaa,Jaipur,Mobile,No,No,In-store,Not Fraud,21
1222,c5bba765-ba83-4592-9e6c-df7ac71ad92f,13-11-2024,12:12:02,3716.5,BigBasket,Kolkata,Mobile,No,No,Bank Transfer,Not Fraud,12
1223,00e89b62-fc29-4dda-868c-4e48225652bb,13-10-2023,02:05:34,767.05,Flipkart,Delhi,Mobile,No,No,ATM,Not Fraud,2
1224,8ec4889d-07f9-4d79-933c-4132da905932,07-06-2024,16:52:18,5549.07,Flipkart,Kolkata,Mobile,No,No,Bank Transfer,Not Fraud,16
1225,1dd24016-b0e2-435d-9e4e-8cd1e706896a,16-09-2023,15:44:10,8465.42,Zepto,Bangalore,Tablet,No,No,POS,Not Fraud,15
1226,c9ace202-a289-4d07-8b12-1b8c183c0a71,12-12-2023,11:22:57,9517.87,Flipkart,Pune,Mobile,No,No,ATM,Not Fraud,11
1227,f4899ba9-68a8-4269-b670-efd9901b5317,25-12-2024,17:19:36,8882.42,Nykaa,Hyderabad,Mobile,No,No,Bank Transfer,Not Fraud,17
1228,bda3b0c9-2200-48f5-8de9-e71075dc14a2,18-10-2024,06:25:22,5248.14,Zepto,Chennai,Mobile,No,No,In-store,Not Fraud,6
1229,1f5bb9b0-0fb6-4618-9805-4b868971d83b,28-01-2025,17:53:49,4937.89,Blinkit,Chennai,Tablet,No,No,In-store,Not Fraud,17
1230,faa8bacb-f677-4566-8c23-ed905b36c290,30-06-2025,05:04:08,502.71,Amazon,Kolkata,Tablet,No,No,In-store,Not Fraud,5
1231,671417e3-73e0-4389-a4ff-a859ab6efd2a,14-03-2024,20:38:15,6895.52,Flipkart,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,20
1232,639b222f-5007-4c5b-967f-ccc4b1e0f42d,22-08-2024,09:41:19,6015.5,Blinkit,Mumbai,Desktop,No,No,ATM,Not Fraud,9
1233,8f33d3a3-ee93-4dbb-8fc4-b191ef346895,14-06-2025,12:59:05,3641.29,Amazon,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,12
1234,c68a4246-d43a-4dd9-abb9-fb822bea1e73,25-06-2024,22:22:11,697.72,Amazon,Kolkata,Desktop,No,No,POS,Not Fraud,22
1235,34a7a075-9114-4a04-9f29-30e8891a9344,28-02-2024,01:27:12,435.56,Zepto,Bangalore,Desktop,No,No,Online,Not Fraud,1
1236,d6df3a1e-c8cd-4637-8ed5-1a6f8b7ac8bd,20-01-2025,19:24:52,8626.33,Nykaa,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,19
1237,ff143104-86d9-4e0a-a440-4398e5c4802f,08-03-2024,18:50:53,8968.38,Blinkit,Bangalore,Mobile,No,No,In-store,Not Fraud,18
1238,a70f4e14-4489-4eb4-9b4b-32fabbfe76d3,25-06-2024,04:13:49,5735.08,Flipkart,Hyderabad,Mobile,No,No,POS,Not Fraud,4
1239,40f8ed02-05b1-4743-afda-5ca7cc5f949c,12-06-2024,16:05:53,7145.7,Blinkit,Delhi,Desktop,No,No,In-store,Not Fraud,16
1240,fbadd2be-8676-40f7-8101-683ae9d74419,07-02-2025,09:13:27,8608.63,Blinkit,Mumbai,Tablet,No,No,ATM,Not Fraud,9
1241,d487ce1b-fb67-480c-9f6f-ca5e10c28d8c,03-05-2025,07:14:03,9252.42,Blinkit,Pune,Mobile,No,No,POS,Not Fraud,7
1242,0f411097-f7ba-4636-afe7-7f6b8f9445c2,13-05-2024,04:56:12,320.87,Zepto,Jaipur,Tablet,No,No,POS,Not Fraud,4
1243,fb15e6b1-6c0b-42f5-9641-5d25e13ebcd4,11-03-2025,06:29:56,8827.37,Myntra,Chennai,Mobile,No,No,ATM,Not Fraud,6
1244,3ac8354a-7059-4c84-ae94-e193237c2d18,04-07-2024,10:20:30,5135.54,Flipkart,Jaipur,Mobile,No,No,In-store,Not Fraud,10
1245,f845878d-6ea5-4b3e-8f28-a36681569c82,19-04-2025,17:15:16,1615.52,Nykaa,Pune,Mobile,No,No,In-store,Not Fraud,17
1246,cf593ac0-b3f9-4ee9-9f96-71b42865fad6,30-05-2024,21:51:21,9281.16,BigBasket,Chennai,Mobile,No,No,Online,Not Fraud,21
1247,e3f4f652-0da9-4e97-a02a-3ee5948d4adb,29-04-2024,23:21:26,9095.84,Flipkart,Chennai,Mobile,No,No,Online,Not Fraud,23
1248,74aa16fe-b162-40cd-8256-0e89ce4390df,17-08-2023,22:40:26,4068.72,Nykaa,Chennai,Mobile,No,No,In-store,Not Fraud,22
1249,8d0a9261-6a48-461e-82f8-56d34ce2a4d0,31-08-2023,20:23:35,2963.96,BigBasket,Hyderabad,Tablet,No,No,Bank Transfer,Not Fraud,20
1250,4c673cde-903a-4f6b-b833-2a2fdaa9ec11,03-08-2024,18:40:39,4485.89,Amazon,Pune,Mobile,No,No,ATM,Not Fraud,18
1251,54b94ac0-1aee-4e01-91f0-82814d89f389,04-05-2025,23:30:49,8425.09,BigBasket,Chennai,Desktop,No,No,POS,Not Fraud,23
1252,5fcbdb15-a151-4584-9d41-37fcbf38b983,29-04-2025,15:25:38,4518.53,Myntra,Mumbai,Mobile,No,No,POS,Not Fraud,15
1253,3580862f-cdd9-4428-9afc-28b4a78bc9ac,05-04-2024,06:13:42,864.36,BigBasket,Delhi,Desktop,No,No,Online,Not Fraud,6
1254,58cbe5d8-51d1-49fd-8149-1a57ea821e55,20-07-2025,13:35:58,3176.26,Nykaa,Bangalore,Mobile,No,No,ATM,Not Fraud,13
1255,a0c9dc66-acb1-463c-af27-76add5756782,15-04-2024,09:41:25,472.57,Nykaa,Delhi,Desktop,No,No,In-store,Not Fraud,9
1256,cecfafa6-6c12-4f36-8516-683b65c772db,10-11-2024,19:21:54,1648.3,Nykaa,Delhi,Mobile,No,No,Online,Not Fraud,19
1257,3b924e0d-d08b-429f-8311-4f52963026f6,11-09-2024,21:30:33,1997.08,Nykaa,Kolkata,Desktop,No,No,POS,Not Fraud,21
1258,e2ea9d5b-e44c-4f64-80c0-1d6e3a90c167,18-02-2024,23:59:42,9695.77,Blinkit,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,23
1259,1fc8c1db-7575-4709-9500-a572c16855b1,07-07-2024,19:04:56,267.49,Nykaa,Jaipur,Desktop,No,No,In-store,Not Fraud,19
1260,a99c7921-caa5-40cc-9c82-e8898adee66c,04-09-2023,18:32:36,1820.13,Flipkart,Chennai,Tablet,No,No,ATM,Not Fraud,18
1261,3707191f-8a38-4c47-8ae7-1e456ae80399,03-04-2025,09:32:14,2691.93,Blinkit,Delhi,Mobile,No,No,Online,Not Fraud,9
1262,40a4b48b-6025-46d9-90d8-c32cc6ce0794,22-10-2023,06:10:36,6009.08,Amazon,Chennai,Mobile,No,No,In-store,Not Fraud,6
1263,6c14aa7e-dba1-49a4-a941-a12e210e99a8,01-02-2024,23:11:07,4308.08,Zepto,Jaipur,Mobile,No,No,Online,Not Fraud,23
1264,e85f0ddb-7c92-43e7-b069-13f36becc670,05-11-2024,01:18:56,7718.26,Amazon,Delhi,Mobile,No,No,ATM,Not Fraud,1
1265,54a60f8b-ceb4-4788-8132-4ffb31fd20f8,14-09-2024,18:59:43,1359.28,Flipkart,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,18
1266,ec1f27f0-2ad9-4922-bc1d-91cf265d01a6,11-11-2023,06:49:58,4116.4,Flipkart,Kolkata,Mobile,No,No,POS,Not Fraud,6
1267,d3b43935-74a0-4ec1-bbf4-a3376a879c93,21-04-2025,05:51:36,4030.53,BigBasket,Chennai,Desktop,No,No,Online,Not Fraud,5
1268,78a967c6-34ba-4630-8497-3e144c326e1d,18-09-2023,16:59:49,1124.65,Nykaa,Pune,Mobile,No,No,POS,Not Fraud,16
1269,8792115f-03c2-4efc-993c-d568418f47ab,06-06-2024,19:54:13,3189.94,Flipkart,Kolkata,Mobile,No,No,ATM,Not Fraud,19
1270,abff56f9-9819-4e12-b2cd-08645591a96c,29-03-2025,03:22:36,2413.35,BigBasket,Hyderabad,Tablet,No,No,Online,Not Fraud,3
1271,2f48c644-3ff1-44db-bf63-1571d8403267,14-03-2025,16:18:29,316.81,Myntra,Bangalore,Desktop,No,No,Bank Transfer,Not Fraud,16
1272,6f0ad893-72d1-4c0a-a6bc-4bdcff517e6b,27-03-2024,11:28:15,6626.28,Zepto,Bangalore,Desktop,No,No,POS,Not Fraud,11
1273,712cc4b3-dae2-4ef8-bf89-7f98f7f89393,29-11-2023,23:02:29,6864.82,Amazon,Hyderabad,Mobile,No,No,ATM,Not Fraud,23
1274,2d04a4f9-3e49-48b9-8b89-4e09a1e6a251,01-05-2024,16:42:05,581.07,Amazon,Kolkata,Mobile,No,No,Bank Transfer,Not Fraud,16
1275,0fb744f5-39d7-4fac-ac9e-0d4937cc4fb1,20-07-2025,08:49:17,6831.12,Amazon,Mumbai,Tablet,No,No,POS,Not Fraud,8
1276,799dcc7c-975f-47ca-96f8-9f3303de21ed,11-07-2025,11:33:39,7743.05,Myntra,Pune,Desktop,No,No,ATM,Not Fraud,11
1277,f5ed8d94-b4b5-4994-a88c-c3be755afd82,29-10-2024,08:49:09,8349.96,Myntra,Hyderabad,Mobile,Yes,No,In-store,Not Fraud,8
1278,eac563fd-7acc-472d-8234-51cd6a8b352f,07-10-2024,01:23:08,5682.5,Nykaa,Bangalore,Mobile,No,No,Online,Not Fraud,1
1279,6bcd538f-cecb-493a-b03a-7d20ac2ba43b,13-06-2024,20:47:05,6191.39,Amazon,Delhi,Tablet,No,No,POS,Not Fraud,20
1280,bbcaad15-990c-4a16-9228-9b47f084b7b8,12-05-2025,22:32:29,8847,BigBasket,Chennai,Tablet,No,No,Online,Not Fraud,22
1281,fa81a115-af3d-4ff1-b4f0-9618206f0b84,01-01-2024,15:04:09,2673.59,Myntra,Kolkata,Desktop,No,No,POS,Not Fraud,15
1282,bd7296e6-bc57-45b7-8aa6-73e60eca0341,18-11-2023,08:08:54,9487.46,Nykaa,Delhi,Tablet,No,No,Bank Transfer,Not Fraud,8
1283,e338df3f-1252-49ef-b533-aa66c86ee8bf,13-06-2025,01:44:40,7834.88,Myntra,Bangalore,Tablet,No,No,In-store,Not Fraud,1
1284,f0455b16-5451-4b8f-976b-e9928ed97989,21-10-2023,01:28:47,7260.81,Zepto,Jaipur,Mobile,No,No,Bank Transfer,Not Fraud,1
1285,84f6864e-66e0-42d1-ba3a-ce404660f1cf,19-09-2023,11:04:20,5365.62,Flipkart,Mumbai,Tablet,No,No,Bank Transfer,Not Fraud,11
1286,d9ca943c-8e7f-40be-8f99-2d61f88738b1,14-09-2023,15:14:10,2312.78,Zepto,Chennai,Tablet,No,No,POS,Not Fraud,15
1287,391212a9-5689-4d60-bea0-63f480ddce79,14-10-2024,06:42:54,3394.33,Flipkart,Kolkata,Mobile,No,No,In-store,Not Fraud,6
1288,a3413c27-355c-44f2-9051-9ed4df78cee1,30-04-2024,21:49:08,5461.04,Zepto,Kolkata,Mobile,No,No,POS,Not Fraud,21
1289,040b4283-ea45-4875-8d11-954f4a1fccd2,19-04-2025,22:16:44,8368.31,Flipkart,Hyderabad,Mobile,No,No,Online,Not Fraud,22
1290,76b1d207-1139-4ef1-ac8f-13873747a16f,11-02-2025,20:43:28,7159.99,Flipkart,Bangalore,Mobile,No,No,Online,Not Fraud,20
1291,d4967f70-7a66-461e-8272-76357871c978,27-05-2024,20:42:48,1661.97,Amazon,Pune,Desktop,No,No,Online,Not Fraud,20
1292,0dc2ee0e-63a2-4169-9f35-aaa09d4eab32,09-02-2025,04:35:13,3662.74,Flipkart,Hyderabad,Mobile,Yes,No,Online,Not Fraud,4
1293,87fa656b-345e-4e05-b0d1-a1042b0cc705,27-03-2024,00:53:58,7863.35,Myntra,Kolkata,Mobile,No,No,In-store,Not Fraud,0
1294,0206eec3-5013-46e6-960a-0e26642492c8,19-03-2024,04:05:06,1360.88,Zepto,Jaipur,Tablet,No,No,In-store,Not Fraud,4
1295,1c0b67d0-9797-4302-8c8d-119a00cb9732,27-09-2023,06:06:42,6642.78,BigBasket,Mumbai,Mobile,No,No,ATM,Not Fraud,6
1296,2b6e6152-3d1c-472a-98d0-7eed8ee2baee,29-09-2023,03:03:24,2700.98,Amazon,Jaipur,Tablet,No,No,ATM,Not Fraud,3
1297,cc278e42-7c80-43ad-9fa2-fe546060c356,02-11-2024,21:41:24,7752.24,Myntra,Mumbai,Mobile,No,No,Online,Not Fraud,21
1298,742fd165-58f2-4751-949c-e248469670ae,28-10-2023,09:01:43,4693.03,Myntra,Bangalore,Mobile,No,No,Bank Transfer,Not Fraud,9
1299,e4313359-3073-43ce-95d9-869af2ee8dc5,13-09-2023,23:41:28,8160.87,Zepto,Pune,Tablet,No,No,Bank Transfer,Not Fraud,23
1300,9091629e-7c83-43c1-a750-a26d6066d798,28-05-2024,06:18:06,5123.05,Flipkart,Hyderabad,Mobile,Yes,No,ATM,Not Fraud,6
